Source-Destination Pair,Total Data (bytes)
172.16.133.56:61691 -> 172.16.139.250:5440,265
172.16.133.40:50297 -> 96.43.146.48:443,60
173.194.43.32:443 -> 172.16.133.83:57348,1404
172.16.133.99:56296 -> 172.16.139.250:5440,126
172.16.133.75:51210 -> 172.16.139.250:5440,246
172.16.133.87:60506 -> 172.16.139.250:5440,60
172.16.133.35:50225 -> 172.16.139.250:5440,385
172.16.133.84:59058 -> 172.16.139.250:5440,66
172.16.133.96:53536 -> 174.35.22.75:80,132
172.16.133.95:57249 -> 172.16.139.250:5440,60
172.16.133.29:61247 -> 172.16.139.250:5440,180
172.16.133.207:56181 -> 172.16.139.250:5440,132
172.16.133.93:61156 -> 172.16.139.250:5440,60
172.16.133.40:50298 -> 180.153.31.250:443,60
172.16.133.55:57888 -> 172.16.139.250:5440,530
108.160.160.163:80 -> 172.16.133.39:49279,293
172.16.133.53:54349 -> 172.16.139.250:5440,60
172.16.133.34:50715 -> 172.16.139.250:5440,186
172.16.133.30:62922 -> 172.16.139.250:5440,120
172.16.133.97:59630 -> 172.16.139.250:5440,192
74.63.52.167:80 -> 172.16.133.93:61087,60
172.16.133.33:58135 -> 172.16.139.250:5440,180
172.16.133.68:61043 -> 172.16.139.250:5440,132
172.16.133.78:59500 -> 216.52.242.80:443,866
172.16.133.12:60032 -> 172.16.139.250:5440,265
172.16.133.66:54454 -> 172.16.139.250:5440,60
172.16.133.37:60903 -> 172.16.139.250:5440,66
23.33.82.110:443 -> 172.16.133.93:61101,60
172.16.133.114:55366 -> 67.217.64.49:443,211
216.52.242.80:443 -> 172.16.133.78:59500,1340
8.8.8.8:53 -> 172.16.133.6:64740,97
172.16.133.78:59501 -> 172.16.139.250:5440,60
23.0.49.244:443 -> 172.16.133.78:59503,1515
172.16.133.56:61692 -> 172.16.139.250:5440,66
172.16.133.41:53397 -> 172.16.139.250:5440,186
172.16.133.78:59505 -> 23.0.49.244:443,955
172.16.133.113:55781 -> 172.16.139.250:5462,126
172.16.133.84:59062 -> 216.219.113.250:443,66
23.0.49.244:443 -> 172.16.133.78:59504,1514
172.16.133.78:59502 -> 23.0.49.244:443,60
172.16.133.85:52523 -> 172.16.139.250:5440,66
172.16.133.78:59503 -> 23.0.49.244:443,919
23.0.49.244:443 -> 172.16.133.78:59507,6056
132.245.2.22:443 -> 172.16.133.126:62193,1615
216.219.113.250:443 -> 172.16.133.84:59062,120
172.16.133.28:49451 -> 172.16.139.250:5440,60
173.194.43.57:80 -> 172.16.133.73:60646,66
172.16.133.35:50226 -> 172.16.139.250:5440,60
172.16.133.87:60511 -> 172.16.139.250:5440,60
172.16.133.116:54107 -> 172.16.139.250:5440,126
172.16.133.84:59063 -> 172.16.139.250:5440,60
172.16.133.116:54108 -> 172.16.139.250:5440,60
172.16.133.49:56026 -> 172.16.139.250:5440,265
23.0.49.244:443 -> 172.16.133.78:59502,1514
172.16.133.93:61139 -> 72.21.91.121:80,120
172.16.133.93:61148 -> 72.21.91.121:80,120
172.16.133.92:57914 -> 172.16.139.250:5440,265
172.16.133.29:61248 -> 172.16.139.250:5440,265
172.16.128.169:1315 -> 172.16.133.254:161,117
172.16.133.44:65075 -> 172.16.139.250:5440,265
172.16.133.93:61157 -> 172.16.139.250:5440,265
172.16.133.55:57889 -> 172.16.139.250:5440,60
74.125.226.222:443 -> 172.16.133.78:59510,732
172.16.133.53:54350 -> 172.16.139.250:5440,132
172.16.133.73:60948 -> 172.16.139.250:5440,60
172.16.133.78:59511 -> 74.125.226.222:443,525
172.16.133.78:59509 -> 23.33.91.120:443,268
172.16.133.233:37791 -> 172.16.133.1:33435,60
69.42.109.196:443 -> 172.16.139.250:4228,370
172.16.133.97:59631 -> 172.16.139.250:5440,66
216.137.33.221:443 -> 172.16.133.63:54155,60
64.94.107.23:443 -> 172.16.133.78:59512,97
138.108.7.20:443 -> 172.16.133.78:59508,1514
172.16.133.68:61044 -> 172.16.139.250:5440,60
172.16.133.63:54241 -> 172.16.139.250:5440,60
172.16.133.82:61680 -> 172.16.139.250:5440,126
172.16.133.37:60904 -> 172.16.139.250:5440,590
172.16.128.233:50960 -> 172.16.133.233:22,166
96.43.146.22:443 -> 172.16.133.12:59697,704
172.16.133.78:59513 -> 172.16.139.250:5440,60
172.16.133.73:59949 -> 96.43.146.48:443,60
172.16.133.56:61693 -> 172.16.139.250:5440,192
172.16.133.28:49327 -> 96.43.146.22:443,1414
172.16.133.41:53398 -> 172.16.139.250:5440,186
54.243.254.190:443 -> 172.16.133.36:65092,465
172.16.133.28:49453 -> 172.16.139.250:5440,265
54.243.254.190:443 -> 172.16.133.36:65091,1580
172.16.133.116:54109 -> 172.16.139.250:5440,265
172.16.133.75:51212 -> 172.16.139.250:5440,60
172.16.133.116:54110 -> 172.16.139.250:5440,60
172.16.133.78:59508 -> 138.108.7.20:443,66
172.16.133.49:56027 -> 172.16.139.250:5440,60
172.16.133.25:63727 -> 65.31.30.198:23196,132
172.16.133.95:57251 -> 172.16.139.250:5440,66
208.47.254.83:80 -> 172.16.133.78:59517,368
172.16.133.92:57915 -> 172.16.139.250:5440,60
172.16.133.44:65076 -> 172.16.139.250:5440,126
172.16.133.207:56183 -> 172.16.139.250:5440,60
172.16.133.83:57351 -> 172.16.139.250:5440,265
172.16.133.11:55412 -> 172.16.139.250:5440,120
172.16.133.55:57890 -> 172.16.139.250:5440,60
172.16.133.53:54351 -> 172.16.139.250:5440,126
172.16.133.21:53426 -> 172.16.139.250:5440,60
172.16.133.25:63729 -> 172.16.139.250:5440,120
172.16.133.30:62924 -> 172.16.139.250:5440,60
172.16.133.97:59632 -> 172.16.139.250:5440,60
172.16.133.33:58137 -> 172.16.139.250:5440,265
172.16.133.28:49454 -> 96.43.146.176:443,793
172.16.133.63:54242 -> 172.16.139.250:5440,66
69.147.86.184:80 -> 172.16.133.96:53564,139
173.194.43.59:80 -> 172.16.133.78:59518,1090
172.16.133.78:59520 -> 172.16.139.250:5440,60
172.16.133.41:53399 -> 172.16.139.250:5440,126
172.16.133.43:58015 -> 172.16.139.250:5440,66
172.16.133.13:53309 -> 172.16.139.250:5440,120
172.16.133.85:52525 -> 172.16.139.250:5440,265
172.16.133.42:57378 -> 172.16.139.250:5440,325
172.16.133.84:59068 -> 67.217.64.244:443,120
172.16.133.75:51213 -> 172.16.139.250:5440,331
172.16.133.35:50228 -> 172.16.139.250:5440,66
172.16.133.116:54112 -> 172.16.139.250:5440,60
172.16.133.84:59070 -> 66.151.150.190:443,60
172.16.133.6:1643 -> 172.16.128.201:1060,243
172.16.133.49:56028 -> 172.16.139.250:5440,66
172.16.133.95:57252 -> 172.16.139.250:5440,60
172.16.133.29:61250 -> 172.16.139.250:5440,265
172.16.133.44:65077 -> 172.16.139.250:5440,60
172.16.133.54:57229 -> 172.16.128.202:53,84
172.16.128.201:1060 -> 172.16.133.6:1745,60
172.16.133.207:56184 -> 172.16.139.250:5440,180
172.16.133.55:57891 -> 172.16.139.250:5440,60
172.16.133.53:54352 -> 172.16.139.250:5440,60
172.16.133.30:62925 -> 172.16.139.250:5440,120
172.16.133.21:53427 -> 172.16.139.250:5440,530
172.16.133.34:50718 -> 172.16.139.250:5440,60
172.16.128.202:53 -> 172.16.133.54:57229,275
107.20.92.205:443 -> 172.16.133.26:53101,60
172.16.133.33:58139 -> 172.16.139.250:5440,120
172.16.133.33:49378 -> 157.56.245.198:443,60
172.16.133.54:64898 -> 184.73.225.104:443,60
172.16.133.68:61046 -> 172.16.139.250:5440,120
172.16.133.63:54243 -> 172.16.139.250:5440,60
172.16.133.12:60035 -> 172.16.139.250:5440,60
172.16.133.82:61682 -> 172.16.139.250:5440,60
172.16.133.37:60906 -> 172.16.139.250:5440,66
172.16.133.39:49293 -> 67.221.174.64:443,60
208.47.254.26:80 -> 172.16.133.34:50720,285
172.16.133.78:59523 -> 172.16.139.250:5440,60
172.16.133.56:61695 -> 172.16.139.250:5440,192
172.16.133.41:53400 -> 172.16.139.250:5440,66
96.43.146.176:443 -> 172.16.133.34:50719,2888
172.16.133.18:50328 -> 174.129.20.55:443,103
172.16.133.207:49659 -> 157.56.245.198:443,60
172.16.133.43:58016 -> 172.16.139.250:5440,60
172.16.133.85:52526 -> 172.16.139.250:5440,60
172.16.133.13:53310 -> 172.16.139.250:5440,60
172.16.133.75:51214 -> 172.16.139.250:5440,120
172.16.133.42:57379 -> 172.16.139.250:5440,60
172.16.133.116:54115 -> 172.16.139.250:5440,120
172.16.133.18:50329 -> 157.56.238.6:443,4911
172.16.133.116:54117 -> 172.16.139.250:5440,265
172.16.133.84:59073 -> 172.16.139.250:5440,126
172.16.133.95:57253 -> 172.16.139.250:5440,120
172.16.133.92:57917 -> 172.16.139.250:5440,325
172.16.133.29:61251 -> 172.16.139.250:5440,66
172.16.133.44:65078 -> 172.16.139.250:5440,180
172.16.133.207:56185 -> 172.16.139.250:5440,126
172.16.133.11:55414 -> 172.16.139.250:5440,126
172.16.133.36:65094 -> 216.115.223.200:443,60
172.16.133.53:54353 -> 172.16.139.250:5440,60
172.16.133.34:50721 -> 172.16.139.250:5440,265
172.16.133.33:58140 -> 172.16.139.250:5440,60
66.151.150.190:443 -> 172.16.133.36:65096,60
184.73.187.64:80 -> 172.16.133.63:54253,60
216.219.113.250:443 -> 172.16.133.36:65093,60
172.16.133.12:60036 -> 172.16.139.250:5440,60
172.16.133.66:54458 -> 172.16.139.250:5440,246
172.16.133.99:56301 -> 172.16.139.250:5440,120
172.16.133.116:54120 -> 172.16.139.250:5440,126
216.115.223.200:443 -> 172.16.133.84:59074,60
172.16.133.84:59078 -> 172.16.139.250:5440,66
172.16.133.35:50230 -> 172.16.139.250:5440,60
172.16.133.12:60037 -> 96.43.146.22:443,126
172.16.133.207:56186 -> 172.16.139.250:5440,60
172.16.133.93:61161 -> 172.16.139.250:5440,60
172.16.133.55:57893 -> 172.16.139.250:5440,60
172.16.133.63:54157 -> 23.0.49.244:80,60
172.16.133.73:60952 -> 172.16.139.250:5440,66
172.16.133.53:54354 -> 172.16.139.250:5440,60
74.125.133.125:443 -> 172.16.133.82:49257,80
172.16.133.25:63732 -> 172.16.139.250:5440,265
172.16.133.113:55782 -> 172.16.139.250:135,60
172.16.133.34:50722 -> 172.16.139.250:5440,66
172.16.133.113:55783 -> 172.16.139.250:5462,228
172.16.133.33:58141 -> 172.16.139.250:5440,126
23.0.49.244:80 -> 172.16.133.63:54264,1129
23.0.49.244:80 -> 172.16.133.63:54265,1222
172.16.133.66:54459 -> 172.16.139.250:5440,265
172.16.133.63:54268 -> 172.16.139.250:5440,60
172.16.133.82:61684 -> 172.16.139.250:5440,120
172.16.133.56:61697 -> 172.16.139.250:5440,180
172.16.133.73:60667 -> 173.194.43.43:80,60
172.16.133.41:53402 -> 172.16.139.250:5440,60
172.16.133.63:54182 -> 208.47.254.83:80,60
172.16.133.43:58018 -> 172.16.139.250:5440,60
172.16.133.42:57381 -> 172.16.139.250:5440,565
172.16.133.35:50231 -> 172.16.139.250:5440,66
172.16.133.87:60516 -> 172.16.139.250:5440,120
172.16.133.116:54121 -> 172.16.139.250:5440,66
172.16.133.116:54123 -> 172.16.139.250:5440,120
172.16.133.49:56031 -> 172.16.139.250:5440,180
172.16.133.95:57255 -> 172.16.139.250:5440,66
172.16.133.63:54269 -> 138.108.6.20:80,667
172.16.133.44:65080 -> 172.16.139.250:5440,66
172.16.133.83:57355 -> 172.16.139.250:5440,505
157.56.238.6:443 -> 172.16.133.18:50329,143713
172.16.133.73:60953 -> 172.16.139.250:5440,126
172.16.133.21:53430 -> 172.16.139.250:5440,66
172.16.133.30:62929 -> 172.16.139.250:5440,60
216.115.223.200:443 -> 172.16.133.36:65098,60
172.16.133.42:57383 -> 184.73.225.104:443,609
184.73.225.104:443 -> 172.16.133.42:57383,1057
172.16.133.34:50723 -> 172.16.139.250:5440,60
172.16.133.66:54460 -> 172.16.139.250:5440,60
172.16.133.37:60909 -> 172.16.139.250:5440,120
172.16.133.36:65100 -> 216.219.113.250:443,60
172.16.133.78:59526 -> 172.16.139.250:5440,265
172.16.133.24:57617 -> 96.43.146.50:443,120
172.16.133.24:57616 -> 96.43.146.178:443,60
96.43.146.50:443 -> 172.16.133.24:57265,77
172.16.133.24:57265 -> 96.43.146.50:443,60
172.16.133.24:57621 -> 96.43.146.50:443,60
172.16.133.34:50719 -> 96.43.146.176:443,60
172.16.133.56:61698 -> 172.16.139.250:5440,385
172.16.133.42:57384 -> 157.56.240.137:443,132
64.56.203.22:443 -> 172.16.133.24:57655,60
64.56.203.22:443 -> 172.16.133.24:57654,120
172.16.133.24:57610 -> 64.56.203.22:443,60
96.43.146.22:443 -> 172.16.133.87:60086,60
172.16.133.75:57129 -> 224.0.0.252:5355,64
96.43.146.48:443 -> 172.16.133.75:50830,60
172.16.133.75:50829 -> 96.43.146.48:443,60
172.16.133.43:58019 -> 172.16.139.250:5440,60
172.16.133.13:53314 -> 172.16.139.250:5440,180
172.16.133.85:52529 -> 172.16.139.250:5440,66
172.16.133.26:53122 -> 96.43.146.176:443,1414
172.16.133.20:62713 -> 172.16.139.250:5440,457
157.56.240.137:443 -> 172.16.133.54:64901,60
172.16.133.84:59080 -> 67.217.64.244:443,66
173.194.43.32:80 -> 172.16.133.96:53573,1142
172.16.133.84:59081 -> 216.115.223.200:443,60
172.16.133.75:51217 -> 172.16.139.250:5440,66
157.56.244.217:443 -> 172.16.133.54:64902,60
172.16.133.99:56303 -> 172.16.139.250:5440,120
172.16.133.35:50232 -> 172.16.139.250:5440,120
172.16.133.116:54124 -> 172.16.139.250:5440,60
172.16.133.92:57920 -> 216.115.222.200:443,66
172.16.133.116:54126 -> 172.16.139.250:5440,391
172.16.133.84:59083 -> 66.151.150.190:443,66
172.16.133.49:56032 -> 172.16.139.250:5440,590
172.16.133.92:57922 -> 216.219.112.250:443,60
172.16.133.26:53123 -> 96.43.146.176:443,66
172.16.133.95:57256 -> 172.16.139.250:5440,60
172.16.133.92:57924 -> 172.16.139.250:5440,66
172.16.133.29:61256 -> 172.16.139.250:5440,126
66.151.158.187:443 -> 172.16.133.92:57923,60
66.151.150.190:443 -> 172.16.133.84:59083,60
216.219.113.250:443 -> 172.16.133.84:59084,60
172.16.133.44:65081 -> 172.16.139.250:5440,60
172.16.133.207:56188 -> 172.16.139.250:5440,120
172.16.133.83:57356 -> 172.16.139.250:5440,265
172.16.133.11:55417 -> 172.16.139.250:5440,590
69.2.103.57:80 -> 172.16.133.41:52724,60
172.16.133.93:61163 -> 172.16.139.250:5440,60
172.16.133.53:54356 -> 172.16.139.250:5440,180
172.16.133.30:62930 -> 172.16.139.250:5440,60
172.16.133.21:53431 -> 172.16.139.250:5440,265
172.16.133.25:63734 -> 172.16.139.250:5440,325
172.16.133.34:50724 -> 172.16.139.250:5440,120
172.16.133.33:58143 -> 172.16.139.250:5440,120
172.16.133.68:61050 -> 172.16.139.250:5440,66
8.8.8.8:53 -> 172.16.133.6:64878,112
172.16.133.12:60041 -> 172.16.139.250:5440,60
172.16.133.63:54272 -> 172.16.139.250:5440,385
172.16.133.66:54461 -> 172.16.139.250:5440,66
172.16.133.109:49151 -> 199.16.159.109:58269,1514
96.43.146.176:443 -> 172.16.133.21:53380,611
172.16.133.82:61686 -> 172.16.139.250:5440,325
172.16.133.37:60910 -> 172.16.139.250:5440,186
172.16.133.21:51653 -> 172.16.139.250:5500,120
75.126.109.194:80 -> 172.16.133.40:50283,60
172.16.133.35:63712 -> 132.245.2.22:443,99
172.16.133.109:49151 -> 4.69.148.46:58322,1514
172.16.133.96:53573 -> 173.194.43.32:80,753
172.16.133.67:56265 -> 172.16.139.250:5440,60
172.16.133.41:53404 -> 172.16.139.250:5440,60
216.52.242.80:80 -> 172.16.133.95:57259,1574
172.16.133.43:58020 -> 172.16.139.250:5440,60
172.16.133.13:53315 -> 172.16.139.250:5440,180
172.16.133.85:52530 -> 172.16.139.250:5440,120
172.16.133.20:62714 -> 172.16.139.250:5440,126
64.94.107.18:80 -> 172.16.133.95:57261,341
172.16.133.28:49467 -> 172.16.139.250:5440,120
172.16.133.99:56304 -> 172.16.139.250:5440,126
172.16.133.75:51218 -> 172.16.139.250:5440,265
172.16.133.35:50233 -> 172.16.139.250:5440,192
172.16.133.116:54127 -> 172.16.139.250:5440,325
172.16.133.87:60518 -> 172.16.139.250:5440,590
172.16.133.116:54128 -> 172.16.139.250:5440,590
172.16.133.116:54129 -> 172.16.139.250:5440,325
74.125.170.42:80 -> 172.16.133.25:63735,141332
172.16.133.49:56033 -> 172.16.139.250:5440,186
172.16.128.169:1552 -> 172.16.133.242:161,117
172.16.133.242:161 -> 172.16.128.169:1552,129
172.16.133.248:161 -> 172.16.128.169:1549,130
172.16.133.95:57262 -> 172.16.139.250:5440,120
172.16.133.54:64903 -> 157.56.234.137:80,60
172.16.133.92:57925 -> 172.16.139.250:5440,60
172.16.133.96:53574 -> 173.194.43.32:80,702
172.16.133.29:61258 -> 172.16.139.250:5440,126
172.16.133.44:65082 -> 172.16.139.250:5440,265
172.16.133.207:56189 -> 172.16.139.250:5440,530
172.16.133.83:57357 -> 172.16.139.250:5440,192
184.73.225.104:443 -> 172.16.133.54:64898,60
172.16.133.93:61164 -> 172.16.139.250:5440,60
72.21.91.121:80 -> 172.16.133.93:61148,60
172.16.133.11:55418 -> 172.16.139.250:5440,60
199.16.156.8:80 -> 172.16.133.55:57833,60
172.16.133.36:65101 -> 67.217.64.244:443,60
172.16.133.73:60955 -> 172.16.139.250:5440,391
172.16.133.53:54357 -> 172.16.139.250:5440,120
172.16.133.21:53432 -> 172.16.139.250:5440,331
172.16.133.30:62931 -> 172.16.139.250:5440,60
172.16.133.34:50725 -> 172.16.139.250:5440,391
172.16.133.25:63736 -> 172.16.139.250:5440,60
172.16.133.25:63735 -> 74.125.170.42:80,1824
172.16.133.36:65103 -> 66.151.150.190:443,138
172.16.133.20:62717 -> 66.151.158.187:443,60
172.16.133.96:53575 -> 173.194.43.32:80,1453
172.16.133.33:58144 -> 172.16.139.250:5440,60
172.16.133.68:61051 -> 172.16.139.250:5440,60
172.16.133.63:54273 -> 172.16.139.250:5440,66
172.16.133.66:54462 -> 172.16.139.250:5440,60
172.16.133.82:61687 -> 172.16.139.250:5440,60
172.16.133.37:60911 -> 172.16.139.250:5440,60
157.56.234.6:443 -> 172.16.133.54:64904,2075
172.16.133.109:49151 -> 199.16.159.55:58607,1514
172.16.133.109:49151 -> 4.69.155.209:58610,1514
172.16.133.109:49151 -> 199.16.159.87:58638,78
172.16.133.78:59528 -> 172.16.139.250:5440,66
172.16.133.56:61700 -> 172.16.139.250:5440,186
172.16.133.41:53405 -> 172.16.139.250:5440,325
172.16.133.43:58021 -> 172.16.139.250:5440,265
172.16.133.109:49151 -> 68.87.152.185:58721,1514
172.16.133.85:52531 -> 172.16.139.250:5440,120
172.16.133.13:53316 -> 172.16.139.250:5440,60
172.16.133.20:62719 -> 172.16.139.250:5440,126
172.16.133.42:57388 -> 172.16.139.250:5440,511
172.16.133.28:49468 -> 172.16.139.250:5440,66
172.16.133.75:51219 -> 172.16.139.250:5440,192
216.115.223.200:443 -> 172.16.133.84:59087,60
172.16.133.84:59087 -> 216.115.223.200:443,120
172.16.133.87:60519 -> 172.16.139.250:5440,120
96.43.146.176:443 -> 172.16.133.47:56566,60
172.16.133.35:50234 -> 172.16.139.250:5440,445
172.16.133.116:54130 -> 172.16.139.250:5440,120
172.16.133.84:59088 -> 172.16.139.250:5440,265
172.16.133.92:57926 -> 216.115.222.200:443,66
172.16.133.49:56034 -> 172.16.139.250:5440,325
172.16.133.92:57927 -> 216.219.112.250:443,126
172.16.133.95:57263 -> 172.16.139.250:5440,782
216.115.222.200:443 -> 172.16.133.92:57926,60
172.16.133.92:57928 -> 172.16.139.250:5440,265
172.16.133.92:57929 -> 66.151.158.187:443,66
172.16.133.44:65083 -> 172.16.139.250:5440,265
8.8.8.8:53 -> 172.16.133.6:55994,85
172.16.133.6:55994 -> 8.8.4.4:53,85
172.16.133.153:35449 -> 172.16.128.202:53,85
172.16.133.83:57358 -> 172.16.139.250:5440,60
172.16.133.93:61165 -> 172.16.139.250:5440,60
172.16.133.11:55419 -> 172.16.139.250:5440,325
172.16.133.55:57897 -> 172.16.139.250:5440,120
172.16.133.53:54358 -> 172.16.139.250:5440,265
172.16.133.21:53433 -> 172.16.139.250:5440,325
172.16.133.30:62932 -> 172.16.139.250:5440,331
172.16.133.45:61062 -> 65.54.49.142:443,60
172.16.133.84:59089 -> 66.151.150.190:443,60
172.16.133.73:60956 -> 172.16.139.250:5440,120
172.16.133.63:54274 -> 208.111.161.254:80,60
172.16.133.33:58145 -> 172.16.139.250:5440,60
172.16.133.34:50726 -> 172.16.139.250:5440,180
172.16.133.68:61053 -> 172.16.139.250:5440,120
172.16.133.12:60043 -> 172.16.139.250:5440,186
173.194.43.32:80 -> 172.16.133.96:53575,66
172.16.133.66:54463 -> 172.16.139.250:5440,60
172.16.133.23:55062 -> 202.173.24.200:443,66
172.16.133.109:49151 -> 199.16.159.55:59156,78
172.16.133.82:61689 -> 172.16.139.250:5440,60
172.16.133.37:60912 -> 172.16.139.250:5440,265
173.194.43.32:80 -> 172.16.133.96:53576,198
172.16.133.109:49151 -> 4.69.155.209:59177,1514
172.16.133.78:59529 -> 172.16.139.250:5440,60
172.16.133.67:56267 -> 172.16.139.250:5440,265
202.173.24.200:443 -> 172.16.133.23:55062,60
172.16.133.63:54148 -> 64.56.203.22:443,60
172.16.133.56:61701 -> 172.16.139.250:5440,60
172.16.133.109:60043 -> 23.33.81.213:443,66
172.16.133.109:60044 -> 23.33.81.213:443,66
23.33.81.213:443 -> 172.16.133.109:60044,2780
172.16.133.41:53407 -> 172.16.139.250:5440,60
172.16.133.113:55786 -> 172.16.139.250:5462,126
172.16.133.109:49151 -> 199.16.159.87:59298,1514
172.16.133.43:58022 -> 172.16.139.250:5440,66
172.16.133.153:47841 -> 172.16.128.202:53,86
172.16.133.28:49469 -> 172.16.139.250:5440,132
172.16.133.99:56306 -> 172.16.139.250:5440,120
172.16.133.75:51220 -> 172.16.139.250:5440,186
172.16.133.42:57390 -> 172.16.139.250:5440,240
172.16.133.116:54133 -> 172.16.139.250:5440,385
172.16.133.116:54134 -> 172.16.139.250:5440,331
172.16.133.87:60520 -> 172.16.139.250:5440,60
157.56.236.102:443 -> 172.16.133.41:53406,60
172.16.133.116:54135 -> 172.16.139.250:5440,60
172.16.133.84:59091 -> 172.16.139.250:5440,120
172.16.133.35:50236 -> 172.16.139.250:5440,246
172.16.133.96:53576 -> 173.194.43.32:80,120
172.16.133.75:137 -> 172.16.133.255:137,92
172.16.133.49:56035 -> 172.16.139.250:5440,265
172.16.133.42:57389 -> 157.56.234.137:443,62
172.16.133.95:57264 -> 172.16.139.250:5440,120
172.16.133.92:57931 -> 172.16.139.250:5440,265
172.16.133.44:65084 -> 172.16.139.250:5440,186
172.16.133.29:61260 -> 172.16.139.250:5440,385
172.16.133.83:57359 -> 172.16.139.250:5440,126
172.16.133.207:56191 -> 172.16.139.250:5440,60
172.16.133.93:61166 -> 172.16.139.250:5440,60
172.16.133.55:57898 -> 172.16.139.250:5440,391
172.16.133.11:55420 -> 172.16.139.250:5440,120
172.16.133.73:60957 -> 172.16.139.250:5440,60
172.16.133.21:53434 -> 172.16.139.250:5440,252
172.16.133.53:54359 -> 172.16.139.250:5440,120
